State,YEAR,party,vote_share_percentage,District,M.victory
UTTAR PRADESH,2017,BSCP,0.7,unnao,0.08
UTTAR PRADESH,2012,RPI(A),1.03,unnao,1.96
UTTAR PRADESH,2017,INC,21.17,unnao,0.08
UTTAR PRADESH,2017,NOTA,1.16,unnao,0.08
UTTAR PRADESH,2017,RLD,0.61,unnao,0.08
UTTAR PRADESH,2012,AD,1.09,unnao,1.96
UTTAR PRADESH,2012,BSKP,0.34,unnao,1.96
UTTAR PRADESH,2017,JAM,0.46,unnao,0.08
UTTAR PRADESH,2012,SP,33.45,unnao,1.96
UTTAR PRADESH,2017,IND,0.57,unnao,0.08
UTTAR PRADESH,2012,INC,13.44,unnao,1.96
UTTAR PRADESH,2012,BJP,21.99,unnao,1.96
UTTAR PRADESH,2012,LJP,0.38,unnao,1.96
UTTAR PRADESH,2012,IND,0.99,unnao,1.96
UTTAR PRADESH,2017,BJP,44.25,unnao,0.08
UTTAR PRADESH,2017,BSP,21.48,unnao,0.08
UTTAR PRADESH,2012,AITC,0.52,unnao,1.96
UTTAR PRADESH,2012,JaKP,2.57,unnao,1.96
UTTAR PRADESH,2017,BMUP,0.34,unnao,0.08
UTTAR PRADESH,2017,BSP,39.83,unnao,0.08
UTTAR PRADESH,2012,BC,0.5,unnao,1.96
UTTAR PRADESH,2012,AITC,0.85,unnao,1.96
UTTAR PRADESH,2012,BJP,11.28,unnao,1.96
UTTAR PRADESH,2012,RLM,0.21,unnao,1.96
UTTAR PRADESH,2012,IND,1.75,unnao,1.96
UTTAR PRADESH,2012,INC,14.39,unnao,1.96
UTTAR PRADESH,2017,SP,27.81,unnao,0.08
UTTAR PRADESH,2017,RLD,0.54,unnao,0.08
UTTAR PRADESH,2012,SP,40.94,unnao,1.96
UTTAR PRADESH,2012,BSP,27.51,unnao,1.96
UTTAR PRADESH,2012,LJP,0.64,unnao,1.96
UTTAR PRADESH,2017,BMUP,0.42,unnao,0.08
UTTAR PRADESH,2017,NOTA,1.11,unnao,0.08
UTTAR PRADESH,2012,BSKP,0.44,unnao,1.96
UTTAR PRADESH,2017,JAM,0.24,unnao,0.08
UTTAR PRADESH,2012,LD,0.36,unnao,1.96
UTTAR PRADESH,2017,BJP,29.02,unnao,0.08
UTTAR PRADESH,2012,JaKP,0.27,unnao,1.96
UTTAR PRADESH,2017,LD,0.39,unnao,0.08
UTTAR PRADESH,2012,RPI(A),0.24,unnao,1.96
UTTAR PRADESH,2017,RSPS,0.24,unnao,0.08
UTTAR PRADESH,2017,IND,0.39,unnao,0.08
UTTAR PRADESH,2012,ABAS,0.62,unnao,1.96
UTTAR PRADESH,2017,RLD,0.87,lucknow,8.35
UTTAR PRADESH,2012,LJP,0.39,lucknow,1.9
UTTAR PRADESH,2012,AITC,0.43,lucknow,1.9
UTTAR PRADESH,2012,RCP,30.07,lucknow,1.9
UTTAR PRADESH,2012,IND,0.18,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.31,lucknow,1.9
UTTAR PRADESH,2012,IND,0.93,lucknow,1.9
UTTAR PRADESH,2012,BJP,1.64,lucknow,1.9
UTTAR PRADESH,2012,IND,1.3,lucknow,1.9
UTTAR PRADESH,2017,RASHVIP,0.39,lucknow,8.35
UTTAR PRADESH,2012,IND,0.36,lucknow,1.9
UTTAR PRADESH,2012,IND,0.59,lucknow,1.9
UTTAR PRADESH,2017,BJP,41.58,lucknow,8.35
UTTAR PRADESH,2017,NOTA,0.74,lucknow,8.35
UTTAR PRADESH,2012,PECP,2.01,lucknow,1.9
UTTAR PRADESH,2017,BSP,23.49,lucknow,8.35
UTTAR PRADESH,2012,SP,31.17,lucknow,1.9
UTTAR PRADESH,2017,BMUP,0.59,lucknow,8.35
UTTAR PRADESH,2017,IND,0.35,lucknow,8.35
UTTAR PRADESH,2012,LD,0.36,lucknow,1.9
UTTAR PRADESH,2012,JaKP,0.23,lucknow,1.9
UTTAR PRADESH,2012,INC,2.69,lucknow,1.9
UTTAR PRADESH,2012,BSP,26.59,lucknow,1.9
UTTAR PRADESH,2017,SP,31.62,lucknow,8.35
UTTAR PRADESH,2012,CPI,0.38,lucknow,1.9
UTTAR PRADESH,2017,IND,0.37,lucknow,8.35
UTTAR PRADESH,2012,NYP,0.17,lucknow,1.9
UTTAR PRADESH,2012,RLM,0.21,lucknow,1.9
UTTAR PRADESH,2012,INC,12.25,lucknow,1.9
UTTAR PRADESH,2012,SSD,0.17,lucknow,1.9
UTTAR PRADESH,2017,IND,0.26,lucknow,8.35
UTTAR PRADESH,2012,IND,0.1,lucknow,1.9
UTTAR PRADESH,2012,SP(I),0.39,lucknow,1.9
UTTAR PRADESH,2017,RASHVIP,0.2,lucknow,8.35
UTTAR PRADESH,2012,IND,0.1,lucknow,1.9
UTTAR PRADESH,2012,JD(U),0.15,lucknow,1.9
UTTAR PRADESH,2017,BJP,36.44,lucknow,8.35
UTTAR PRADESH,2012,PECP,3.23,lucknow,1.9
UTTAR PRADESH,2017,PDD,0.43,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.19,lucknow,1.9
UTTAR PRADESH,2012,IND,1.14,lucknow,1.9
UTTAR PRADESH,2017,BSCP,0.36,lucknow,8.35
UTTAR PRADESH,2017,IND,0.43,lucknow,8.35
UTTAR PRADESH,2012,IND,0.34,lucknow,1.9
UTTAR PRADESH,2017,MNVP,0.23,lucknow,8.35
UTTAR PRADESH,2017,LD,1.62,lucknow,8.35
UTTAR PRADESH,2017,SP,28.33,lucknow,8.35
UTTAR PRADESH,2012,SP,36.76,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.86,lucknow,8.35
UTTAR PRADESH,2012,IND,0.34,lucknow,1.9
UTTAR PRADESH,2017,CPM,0.73,lucknow,8.35
UTTAR PRADESH,2012,RPI(A),0.63,lucknow,1.9
UTTAR PRADESH,2012,LJP,0.2,lucknow,1.9
UTTAR PRADESH,2012,IND,0.44,lucknow,1.9
UTTAR PRADESH,2012,IND,0.13,lucknow,1.9
UTTAR PRADESH,2017,BSP,29.8,lucknow,8.35
UTTAR PRADESH,2012,MwSP,0.16,lucknow,1.9
UTTAR PRADESH,2012,RCP,0.33,lucknow,1.9
UTTAR PRADESH,2012,RLM,0.27,lucknow,1.9
UTTAR PRADESH,2017,RAJAP,0.32,lucknow,8.35
UTTAR PRADESH,2012,BJP,4.57,lucknow,1.9
UTTAR PRADESH,2012,NAP,0.37,lucknow,1.9
UTTAR PRADESH,2012,AITC,0.7,lucknow,1.9
UTTAR PRADESH,2012,BSP,35.88,lucknow,1.9
UTTAR PRADESH,2012,NCP,0.52,lucknow,1.9
UTTAR PRADESH,2012,RJPK,0.19,lucknow,1.9
UTTAR PRADESH,2012,RSBP,0.45,lucknow,1.9
UTTAR PRADESH,2017,RSOSP,1.16,lucknow,8.35
UTTAR PRADESH,2012,IND,0.54,lucknow,1.9
UTTAR PRADESH,2017,IND,7.09,lucknow,8.35
UTTAR PRADESH,2017,IND,0.42,lucknow,8.35
UTTAR PRADESH,2012,LJP,0.31,lucknow,1.9
UTTAR PRADESH,2012,IND,0.2,lucknow,1.9
UTTAR PRADESH,2017,BKRP,0.18,lucknow,8.35
UTTAR PRADESH,2012,SP,28.88,lucknow,1.9
UTTAR PRADESH,2017,BSP,24.68,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.26,lucknow,1.9
UTTAR PRADESH,2012,RCP,0.28,lucknow,1.9
UTTAR PRADESH,2012,IND,0.32,lucknow,1.9
UTTAR PRADESH,2017,SP,25.56,lucknow,8.35
UTTAR PRADESH,2017,BJP,37.31,lucknow,8.35
UTTAR PRADESH,2012,JD(U),0.3,lucknow,1.9
UTTAR PRADESH,2012,BJP,12.61,lucknow,1.9
UTTAR PRADESH,2012,IND,0.24,lucknow,1.9
UTTAR PRADESH,2012,BKRP,0.16,lucknow,1.9
UTTAR PRADESH,2017,RLD,1.54,lucknow,8.35
UTTAR PRADESH,2017,IND,0.33,lucknow,8.35
UTTAR PRADESH,2012,SSD,0.39,lucknow,1.9
UTTAR PRADESH,2012,IND,0.1,lucknow,1.9
UTTAR PRADESH,2012,NCP,0.45,lucknow,1.9
UTTAR PRADESH,2017,OP,0.1,lucknow,8.35
UTTAR PRADESH,2012,AD,1.1,lucknow,1.9
UTTAR PRADESH,2017,IND,0.32,lucknow,8.35
UTTAR PRADESH,2012,RtJP,0.23,lucknow,1.9
UTTAR PRADESH,2012,INC,9.4,lucknow,1.9
UTTAR PRADESH,2017,IND,0.12,lucknow,8.35
UTTAR PRADESH,2012,RSBP,17.68,lucknow,1.9
UTTAR PRADESH,2017,RSJNP,0.11,lucknow,8.35
UTTAR PRADESH,2012,IND,0.3,lucknow,1.9
UTTAR PRADESH,2012,SHS,0.11,lucknow,1.9
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2017,IND,0.22,lucknow,8.35
UTTAR PRADESH,2012,RLM,0.18,lucknow,1.9
UTTAR PRADESH,2012,BSP,25.3,lucknow,1.9
UTTAR PRADESH,2017,BSCP,0.2,lucknow,8.35
UTTAR PRADESH,2012,IND,0.16,lucknow,1.9
UTTAR PRADESH,2012,AIMF,0.14,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.66,lucknow,8.35
UTTAR PRADESH,2017,SP,36.75,lucknow,8.35
UTTAR PRADESH,2017,IND,0.23,lucknow,8.35
UTTAR PRADESH,2012,PECP,2.24,lucknow,1.9
UTTAR PRADESH,2017,ABVCP,0.08,lucknow,8.35
UTTAR PRADESH,2017,CPI,0.27,lucknow,8.35
UTTAR PRADESH,2017,IND,0.11,lucknow,8.35
UTTAR PRADESH,2012,RaNP,0.14,lucknow,1.9
UTTAR PRADESH,2017,BSCP,0.13,lucknow,8.35
UTTAR PRADESH,2017,RLD,0.27,lucknow,8.35
UTTAR PRADESH,2012,JaKP,1.03,lucknow,1.9
UTTAR PRADESH,2012,BSP,15.95,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.11,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.29,lucknow,8.35
UTTAR PRADESH,2017,IND,0.48,lucknow,8.35
UTTAR PRADESH,2012,BJKD,0.21,lucknow,1.9
UTTAR PRADESH,2017,BHKRDL,0.25,lucknow,8.35
UTTAR PRADESH,2012,IND,0.14,lucknow,1.9
UTTAR PRADESH,2012,IND,0.27,lucknow,1.9
UTTAR PRADESH,2012,RtJP,0.15,lucknow,1.9
UTTAR PRADESH,2012,IND,0.26,lucknow,1.9
UTTAR PRADESH,2012,NAP,0.44,lucknow,1.9
UTTAR PRADESH,2012,INC,21.37,lucknow,1.9
UTTAR PRADESH,2012,IND,0.19,lucknow,1.9
UTTAR PRADESH,2017,BSP,16.66,lucknow,8.35
UTTAR PRADESH,2012,IND,0.25,lucknow,1.9
UTTAR PRADESH,2017,IND,0.26,lucknow,8.35
UTTAR PRADESH,2017,BMUP,0.08,lucknow,8.35
UTTAR PRADESH,2017,IND,0.34,lucknow,8.35
UTTAR PRADESH,2012,RCP,1.67,lucknow,1.9
UTTAR PRADESH,2012,IND,0.33,lucknow,1.9
UTTAR PRADESH,2012,LD,0.19,lucknow,1.9
UTTAR PRADESH,2012,BCP,0.13,lucknow,1.9
UTTAR PRADESH,2017,AIMIM,0.81,lucknow,8.35
UTTAR PRADESH,2017,RASHVIP,0.1,lucknow,8.35
UTTAR PRADESH,2012,IND,0.12,lucknow,1.9
UTTAR PRADESH,2017,BJP,42.76,lucknow,8.35
UTTAR PRADESH,2017,LD,0.11,lucknow,8.35
UTTAR PRADESH,2012,IND,0.12,lucknow,1.9
UTTAR PRADESH,2012,BJP,24.86,lucknow,1.9
UTTAR PRADESH,2012,RLM,0.34,lucknow,1.9
UTTAR PRADESH,2012,SP,29.47,lucknow,1.9
UTTAR PRADESH,2017,NYP,0.09,lucknow,8.35
UTTAR PRADESH,2017,ABJS,0.24,lucknow,8.35
UTTAR PRADESH,2012,NAP,0.09,lucknow,1.9
UTTAR PRADESH,2012,RJTP,0.11,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.21,lucknow,1.9
UTTAR PRADESH,2012,NCP,0.58,lucknow,1.9
UTTAR PRADESH,2012,JD(U),0.09,lucknow,1.9
UTTAR PRADESH,2012,BJP,26.73,lucknow,1.9
UTTAR PRADESH,2017,MANBP,0.06,lucknow,8.35
UTTAR PRADESH,2017,IND,0.26,lucknow,8.35
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2017,ISSP,0.1,lucknow,8.35
UTTAR PRADESH,2012,BSP,13.53,lucknow,1.9
UTTAR PRADESH,2017,BJP,48.27,lucknow,8.35
UTTAR PRADESH,2012,RLM,0.08,lucknow,1.9
UTTAR PRADESH,2012,RSBP,0.11,lucknow,1.9
UTTAR PRADESH,2012,IND,0.13,lucknow,1.9
UTTAR PRADESH,2017,BSP,13.23,lucknow,8.35
UTTAR PRADESH,2017,RASHVIP,0.06,lucknow,8.35
UTTAR PRADESH,2012,IND,0.23,lucknow,1.9
UTTAR PRADESH,2012,QED,0.26,lucknow,1.9
UTTAR PRADESH,2012,INC,26.8,lucknow,1.9
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2017,PDD,0.08,lucknow,8.35
UTTAR PRADESH,2017,SP,36.23,lucknow,8.35
UTTAR PRADESH,2017,SARSAMP,0.29,lucknow,8.35
UTTAR PRADESH,2012,ANC,0.37,lucknow,1.9
UTTAR PRADESH,2012,BCP,0.12,lucknow,1.9
UTTAR PRADESH,2012,PECP,1.31,lucknow,1.9
UTTAR PRADESH,2017,IND,0.33,lucknow,8.35
UTTAR PRADESH,2017,NOTA,0.6,lucknow,8.35
UTTAR PRADESH,2017,FJP,0.06,lucknow,8.35
UTTAR PRADESH,2012,AlHP,0.21,lucknow,1.9
UTTAR PRADESH,2012,SP,28.11,lucknow,1.9
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2017,IND,0.1,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.4,lucknow,1.9
UTTAR PRADESH,2017,BJP,59.25,lucknow,8.35
UTTAR PRADESH,2017,IND,0.08,lucknow,8.35
UTTAR PRADESH,2012,SSD,0.09,lucknow,1.9
UTTAR PRADESH,2014,INC,7.16,lucknow,19.41
UTTAR PRADESH,2012,PaPOI,0.05,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.12,lucknow,1.9
UTTAR PRADESH,2012,IND,0.13,lucknow,1.9
UTTAR PRADESH,2017,BSP,13.76,lucknow,8.35
UTTAR PRADESH,2012,IND,0.23,lucknow,1.9
UTTAR PRADESH,2012,IJP,0.1,lucknow,1.9
UTTAR PRADESH,2012,RLM,0.12,lucknow,1.9
UTTAR PRADESH,2012,IND,0.12,lucknow,1.9
UTTAR PRADESH,2014,BJP,52.57,lucknow,19.41
UTTAR PRADESH,2012,NAP,0.08,lucknow,1.9
UTTAR PRADESH,2014,IND,0.18,lucknow,19.41
UTTAR PRADESH,2014,IND,0.12,lucknow,19.41
UTTAR PRADESH,2012,IND,0.06,lucknow,1.9
UTTAR PRADESH,2014,IND,0.13,lucknow,19.41
UTTAR PRADESH,2014,IND,0.12,lucknow,19.41
UTTAR PRADESH,2012,IND,0.13,lucknow,1.9
UTTAR PRADESH,2014,MSP,0.08,lucknow,19.41
UTTAR PRADESH,2017,ISSP,0.1,lucknow,8.35
UTTAR PRADESH,2012,JD(S),0.18,lucknow,1.9
UTTAR PRADESH,2012,IND,0.06,lucknow,1.9
UTTAR PRADESH,2017,RASHVIP,0.08,lucknow,8.35
UTTAR PRADESH,2017,UKKD,0.11,lucknow,8.35
UTTAR PRADESH,2014,IND,5.22,lucknow,19.41
UTTAR PRADESH,2017,INC,24.52,lucknow,8.35
UTTAR PRADESH,2017,PDD,0.1,lucknow,8.35
UTTAR PRADESH,2012,VP,0.06,lucknow,1.9
UTTAR PRADESH,2012,SP(I),0.06,lucknow,1.9
UTTAR PRADESH,2017,AIFB,0.22,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.38,lucknow,1.9
UTTAR PRADESH,2012,BhJaSaP,1.24,lucknow,1.9
UTTAR PRADESH,2017,RLD,0.4,lucknow,8.35
UTTAR PRADESH,2014,BKP(MA),0.19,lucknow,19.41
UTTAR PRADESH,2017,JAM,0.14,lucknow,8.35
UTTAR PRADESH,2017,IND,0.14,lucknow,8.35
UTTAR PRADESH,2014,IND,0.14,lucknow,19.41
UTTAR PRADESH,2012,SP,25.31,lucknow,1.9
UTTAR PRADESH,2012,PECP,0.65,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.77,lucknow,8.35
UTTAR PRADESH,2014,SP,33.16,lucknow,19.41
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2014,CPI,0.64,lucknow,19.41
UTTAR PRADESH,2017,SABHP,0.06,lucknow,8.35
UTTAR PRADESH,2017,IND,0.18,lucknow,8.35
UTTAR PRADESH,2012,BJP,36.31,lucknow,1.9
UTTAR PRADESH,2012,SHS,0.16,lucknow,1.9
UTTAR PRADESH,2014,BNKP,0.11,lucknow,19.41
UTTAR PRADESH,2017,JSK,0.08,lucknow,8.35
UTTAR PRADESH,2014,RRP,0.06,lucknow,19.41
UTTAR PRADESH,2012,BJKD,0.28,lucknow,1.9
UTTAR PRADESH,2012,IND,0.06,lucknow,1.9
UTTAR PRADESH,2012,IND,0.14,lucknow,1.9
UTTAR PRADESH,2012,KiRP,0.08,lucknow,1.9
UTTAR PRADESH,2012,BSP,14.82,lucknow,1.9
UTTAR PRADESH,2012,SWPI,0.1,lucknow,1.9
UTTAR PRADESH,2012,JD(U),0.1,lucknow,1.9
UTTAR PRADESH,2012,INC,18.61,lucknow,1.9
UTTAR PRADESH,2014,IND,0.11,lucknow,19.41
UTTAR PRADESH,2012,IND,0.17,lucknow,1.9
UTTAR PRADESH,2012,BCP,0.07,lucknow,1.9
UTTAR PRADESH,2012,NAP,0.66,lucknow,1.9
UTTAR PRADESH,2017,JSVP,0.11,lucknow,8.35
UTTAR PRADESH,2017,SHS,0.13,lucknow,8.35
UTTAR PRADESH,2012,PECP,0.54,lucknow,1.9
UTTAR PRADESH,2017,AIMIM,1.19,lucknow,8.35
UTTAR PRADESH,2012,IND,0.14,lucknow,1.9
UTTAR PRADESH,2017,MASPA,0.05,lucknow,8.35
UTTAR PRADESH,2012,IND,0.24,lucknow,1.9
UTTAR PRADESH,2012,RLM,0.53,lucknow,1.9
UTTAR PRADESH,2012,ARVP,0.07,lucknow,1.9
UTTAR PRADESH,2012,IJP,0.21,lucknow,1.9
UTTAR PRADESH,2017,PDD,0.26,lucknow,8.35
UTTAR PRADESH,2012,SP(I),0.15,lucknow,1.9
UTTAR PRADESH,2017,INC,6.63,lucknow,8.35
UTTAR PRADESH,2017,RLD,0.28,lucknow,8.35
UTTAR PRADESH,2012,JD(S),0.06,lucknow,1.9
UTTAR PRADESH,2012,SP,37.05,lucknow,1.9
UTTAR PRADESH,2017,SP(I),0.09,lucknow,8.35
UTTAR PRADESH,2012,INC,21.08,lucknow,1.9
UTTAR PRADESH,2017,RAJAP,0.13,lucknow,8.35
UTTAR PRADESH,2017,NEP,0.12,lucknow,8.35
UTTAR PRADESH,2017,BSP,12.47,lucknow,8.35
UTTAR PRADESH,2012,INL,0.47,lucknow,1.9
UTTAR PRADESH,2012,JD(U),0.22,lucknow,1.9
UTTAR PRADESH,2017,UPRP,0.08,lucknow,8.35
UTTAR PRADESH,2017,RAIP,0.05,lucknow,8.35
UTTAR PRADESH,2012,CPI(ML)(L),0.13,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.42,lucknow,8.35
UTTAR PRADESH,2017,RASHVIP,0.09,lucknow,8.35
UTTAR PRADESH,2017,BJP,40.2,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.12,lucknow,1.9
UTTAR PRADESH,2012,BC,0.07,lucknow,1.9
UTTAR PRADESH,2012,BJP,23.6,lucknow,1.9
UTTAR PRADESH,2012,ABHM,0.24,lucknow,1.9
UTTAR PRADESH,2017,SP,37.59,lucknow,8.35
UTTAR PRADESH,2012,BSP,14.17,lucknow,1.9
UTTAR PRADESH,2017,SWPI,0.12,lucknow,8.35
UTTAR PRADESH,2017,IND,0.12,lucknow,8.35
UTTAR PRADESH,2012,MADP,0.16,lucknow,1.9
UTTAR PRADESH,2017,SHS,0.21,lucknow,8.35
UTTAR PRADESH,2012,IND,0.28,lucknow,1.9
UTTAR PRADESH,2012,AITC,0.21,lucknow,1.9
UTTAR PRADESH,2017,JAM,0.09,lucknow,8.35
UTTAR PRADESH,2012,JaKP,0.33,lucknow,1.9
UTTAR PRADESH,2012,SHS,0.07,lucknow,1.9
UTTAR PRADESH,2012,PECP,0.28,lucknow,1.9
UTTAR PRADESH,2017,IND,0.21,lucknow,8.35
UTTAR PRADESH,2012,IND,0.23,lucknow,1.9
UTTAR PRADESH,2012,JD(U),0.09,lucknow,1.9
UTTAR PRADESH,2012,IND,0.1,lucknow,1.9
UTTAR PRADESH,2012,IND,0.12,lucknow,1.9
UTTAR PRADESH,2017,BMUP,0.09,lucknow,8.35
UTTAR PRADESH,2017,ISSP,0.09,lucknow,8.35
UTTAR PRADESH,2012,ARVP,0.19,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.06,lucknow,1.9
UTTAR PRADESH,2017,NOTA,0.61,lucknow,8.35
UTTAR PRADESH,2012,SP(I),0.1,lucknow,1.9
UTTAR PRADESH,2012,IND,0.24,lucknow,1.9
UTTAR PRADESH,2017,IND,0.13,lucknow,8.35
UTTAR PRADESH,2012,BJP,25.51,lucknow,1.9
UTTAR PRADESH,2012,IND,0.14,lucknow,1.9
UTTAR PRADESH,2012,IND,0.39,lucknow,1.9
UTTAR PRADESH,2017,SWPI,0.08,lucknow,8.35
UTTAR PRADESH,2012,INC,38.95,lucknow,1.9
UTTAR PRADESH,2012,BJKD,0.15,lucknow,1.9
UTTAR PRADESH,2012,IND,0.41,lucknow,1.9
UTTAR PRADESH,2012,IND,0.06,lucknow,1.9
UTTAR PRADESH,2017,SP,32.87,lucknow,8.35
UTTAR PRADESH,2017,BJP,50.9,lucknow,8.35
UTTAR PRADESH,2017,BSP,13.89,lucknow,8.35
UTTAR PRADESH,2012,BSP,17.82,lucknow,1.9
UTTAR PRADESH,2012,IND,0.05,lucknow,1.9
UTTAR PRADESH,2017,SASEPA,0.11,lucknow,8.35
UTTAR PRADESH,2017,ADVP,0.1,lucknow,8.35
UTTAR PRADESH,2017,RLD,0.38,lucknow,8.35
UTTAR PRADESH,2012,RLM,0.13,lucknow,1.9
UTTAR PRADESH,2017,LSWP,0.1,lucknow,8.35
UTTAR PRADESH,2012,SP,13.93,lucknow,1.9
UTTAR PRADESH,2012,LD,0.26,lucknow,1.9
UTTAR PRADESH,2012,BSP,22.15,lucknow,1.9
UTTAR PRADESH,2012,ARVP,0.29,lucknow,1.9
UTTAR PRADESH,2012,NLP,0.26,lucknow,1.9
UTTAR PRADESH,2012,MwSP,0.31,lucknow,1.9
UTTAR PRADESH,2017,IND,0.58,lucknow,8.35
UTTAR PRADESH,2012,AD,5.36,lucknow,1.9
UTTAR PRADESH,2017,BSP,31.92,lucknow,8.35
UTTAR PRADESH,2017,IND,1.53,lucknow,8.35
UTTAR PRADESH,2012,BKRP,1.01,lucknow,1.9
UTTAR PRADESH,2012,BJP,3.72,lucknow,1.9
UTTAR PRADESH,2017,NEP,0.21,lucknow,8.35
UTTAR PRADESH,2012,SP,33.48,lucknow,1.9
UTTAR PRADESH,2012,INC,7.22,lucknow,1.9
UTTAR PRADESH,2012,NCP,0.24,lucknow,1.9
UTTAR PRADESH,2017,IND,0.46,lucknow,8.35
UTTAR PRADESH,2012,JD(U),0.81,lucknow,1.9
UTTAR PRADESH,2017,IND,0.51,lucknow,8.35
UTTAR PRADESH,2017,RASHVIP,0.67,lucknow,8.35
UTTAR PRADESH,2017,IND,0.45,lucknow,8.35
UTTAR PRADESH,2017,MAKDL,0.42,lucknow,8.35
UTTAR PRADESH,2012,LJP,0.41,lucknow,1.9
UTTAR PRADESH,2012,RLM,4.13,lucknow,1.9
UTTAR PRADESH,2017,IND,0.26,lucknow,8.35
UTTAR PRADESH,2017,NOTA,1.56,lucknow,8.35
UTTAR PRADESH,2012,SSD,0.76,lucknow,1.9
UTTAR PRADESH,2012,JaKP,0.8,lucknow,1.9
UTTAR PRADESH,2012,RSBP,18.45,lucknow,1.9
UTTAR PRADESH,2017,SP,32.16,lucknow,8.35
UTTAR PRADESH,2017,IND,25.02,lucknow,8.35
UTTAR PRADESH,2017,IND,4.25,lucknow,8.35
UTTAR PRADESH,2012,AITC,0.35,lucknow,1.9
UTTAR PRADESH,2017,IND,0.29,rae bareli,26.79
UTTAR PRADESH,2017,BJP,32.97,rae bareli,26.79
UTTAR PRADESH,2017,IND,0.77,rae bareli,26.79
UTTAR PRADESH,2017,IND,0.42,rae bareli,26.79
UTTAR PRADESH,2012,SP,32.43,rae bareli,6.55
UTTAR PRADESH,2012,PECP,11.52,rae bareli,6.55
UTTAR PRADESH,2012,RSBP,17.21,rae bareli,6.55
UTTAR PRADESH,2017,RAJADP,0.68,rae bareli,26.79
UTTAR PRADESH,2017,MWSP,0.29,rae bareli,26.79
UTTAR PRADESH,2017,INC,21.71,rae bareli,26.79
UTTAR PRADESH,2012,INC,15.96,rae bareli,6.55
UTTAR PRADESH,2012,LJP,0.77,rae bareli,6.55
UTTAR PRADESH,2012,MwSP,0.81,rae bareli,6.55
UTTAR PRADESH,2017,IND,0.52,rae bareli,26.79
UTTAR PRADESH,2017,JANADIP,0.27,rae bareli,26.79
UTTAR PRADESH,2017,NOTA,1.68,rae bareli,26.79
UTTAR PRADESH,2012,JaKP,1.49,rae bareli,6.55
UTTAR PRADESH,2012,IND,2.09,rae bareli,6.55
UTTAR PRADESH,2017,BSP,16.95,rae bareli,26.79
UTTAR PRADESH,2012,BSP,13.95,rae bareli,6.55
UTTAR PRADESH,2017,IND,11.74,rae bareli,26.79
UTTAR PRADESH,2012,AITC,0.9,rae bareli,6.55
UTTAR PRADESH,2017,PECP,0.4,rae bareli,26.79
UTTAR PRADESH,2012,BJP,2.88,rae bareli,6.55
UTTAR PRADESH,2017,IND,0.37,rae bareli,26.79
UTTAR PRADESH,2017,RLD,10.95,rae bareli,26.79
UTTAR PRADESH,2012,MADP,0.51,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,IND,0.95,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2017,LSPS,0.27,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2017,IND,0.31,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2017,BMUP,0.27,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2017,RLD,1,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2017,IND,0.8,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2012,AITC,0.69,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,BSP,12.99,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,RaIP,0.25,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,RUC,0.35,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,SP,31.65,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2012,IND,0.59,chhatrapathi shahuji maharaj gar,4.44
UTTAR PRADESH,2017,NOTA,1.31,chhatrapathi shahuji maharaj gar,5.46
UTTAR PRADESH,2017,BJP,49.1,chhatrapathi shahuji maharaj gar,5.46
